"date","age","cum.deaths","daily.deaths","code"
2020-04-03,"10-19",0,0,"CO"
2020-04-03,"20-29",0,0,"CO"
2020-04-03,"30-39",1,1,"CO"
2020-04-03,"40-49",4,1,"CO"
2020-04-03,"50-59",6,2,"CO"
2020-04-03,"60-69",11,2,"CO"
2020-04-03,"70-79",27,1,"CO"
2020-04-03,"80+",62,7,"CO"
2020-04-04,"0-9",0,0,"CO"
2020-04-04,"10-19",0,0,"CO"
2020-04-04,"20-29",0,0,"CO"
2020-04-04,"30-39",1,0,"CO"
2020-04-04,"40-49",4,0,"CO"
2020-04-04,"50-59",8,2,"CO"
2020-04-04,"60-69",12,1,"CO"
2020-04-04,"70-79",31,4,"CO"
2020-04-04,"80+",70,8,"CO"
2020-04-05,"0-9",0,0,"CO"
2020-04-05,"10-19",0,0,"CO"
2020-04-05,"20-29",0,0,"CO"
2020-04-05,"30-39",1,0,"CO"
2020-04-05,"40-49",5,1,"CO"
2020-04-05,"50-59",8,0,"CO"
2020-04-05,"60-69",14,2,"CO"
2020-04-05,"70-79",35,4,"CO"
2020-04-05,"80+",77,7,"CO"
2020-04-06,"0-9",0,0,"CO"
2020-04-06,"10-19",0,0,"CO"
2020-04-06,"20-29",0,0,"CO"
2020-04-06,"30-39",1,0,"CO"
2020-04-06,"40-49",5,0,"CO"
2020-04-06,"50-59",8,0,"CO"
2020-04-06,"60-69",14,0,"CO"
2020-04-06,"70-79",39,4,"CO"
2020-04-06,"80+",83,6,"CO"
2020-04-07,"0-9",0,0,"CO"
2020-04-07,"10-19",0,0,"CO"
2020-04-07,"20-29",0,0,"CO"
2020-04-07,"30-39",2,1,"CO"
2020-04-07,"40-49",7,2,"CO"
2020-04-07,"50-59",12,4,"CO"
2020-04-07,"60-69",18,4,"CO"
2020-04-07,"70-79",46,7,"CO"
2020-04-07,"80+",94,11,"CO"
2020-04-08,"0-9",0,0,"CO"
2020-04-08,"10-19",0,0,"CO"
2020-04-08,"20-29",1,1,"CO"
2020-04-08,"30-39",2,0,"CO"
2020-04-08,"40-49",7,0,"CO"
2020-04-08,"50-59",13,1,"CO"
2020-04-08,"60-69",20,2,"CO"
2020-04-08,"70-79",52,6,"CO"
2020-04-08,"80+",98,4,"CO"
2020-04-09,"0-9",0,0,"CO"
2020-04-09,"10-19",0,0,"CO"
2020-04-09,"20-29",1,0,"CO"
2020-04-09,"30-39",2,0,"CO"
2020-04-09,"40-49",9,2,"CO"
2020-04-09,"50-59",13,0,"CO"
2020-04-09,"60-69",22,2,"CO"
2020-04-09,"70-79",57,5,"CO"
2020-04-09,"80+",122,24,"CO"
2020-04-10,"0-9",0,0,"CO"
2020-04-10,"10-19",0,0,"CO"
2020-04-10,"20-29",2,1,"CO"
2020-04-10,"30-39",2,0,"CO"
2020-04-10,"40-49",11,2,"CO"
2020-04-10,"50-59",13,0,"CO"
2020-04-10,"60-69",25,3,"CO"
2020-04-10,"70-79",65,8,"CO"
2020-04-10,"80+",132,10,"CO"
2020-04-11,"0-9",0,0,"CO"
2020-04-11,"10-19",0,0,"CO"
2020-04-11,"20-29",2,0,"CO"
2020-04-11,"30-39",2,0,"CO"
2020-04-11,"40-49",11,0,"CO"
2020-04-11,"50-59",15,2,"CO"
2020-04-11,"60-69",30,5,"CO"
2020-04-11,"70-79",71,6,"CO"
2020-04-11,"80+",143,11,"CO"
2020-04-12,"0-9",0,0,"CO"
2020-04-12,"10-19",0,0,"CO"
2020-04-12,"20-29",2,0,"CO"
2020-04-12,"30-39",2,0,"CO"
2020-04-12,"40-49",11,0,"CO"
2020-04-12,"50-59",15,0,"CO"
2020-04-12,"60-69",34,4,"CO"
2020-04-12,"70-79",78,7,"CO"
2020-04-12,"80+",148,5,"CO"
2020-04-13,"0-9",0,0,"CO"
2020-04-13,"10-19",0,0,"CO"
2020-04-13,"20-29",2,0,"CO"
2020-04-13,"30-39",2,0,"CO"
2020-04-13,"40-49",12,1,"CO"
2020-04-13,"50-59",15,0,"CO"
2020-04-13,"60-69",38,4,"CO"
2020-04-13,"70-79",82,4,"CO"
2020-04-13,"80+",157,9,"CO"
2020-04-14,"0-9",0,0,"CO"
2020-04-14,"10-19",0,0,"CO"
2020-04-14,"20-29",2,0,"CO"
2020-04-14,"30-39",2,0,"CO"
2020-04-14,"40-49",12,0,"CO"
2020-04-14,"50-59",17,2,"CO"
2020-04-14,"60-69",40,2,"CO"
2020-04-14,"70-79",86,4,"CO"
2020-04-14,"80+",170,13,"CO"
2020-04-15,"0-9",0,0,"CO"
2020-04-15,"10-19",0,0,"CO"
2020-04-15,"20-29",3,1,"CO"
2020-04-15,"30-39",2,0,"CO"
2020-04-15,"40-49",13,1,"CO"
2020-04-15,"50-59",18,1,"CO"
2020-04-15,"60-69",43,3,"CO"
2020-04-15,"70-79",96,10,"CO"
2020-04-15,"80+",182,12,"CO"
2020-04-16,"0-9",0,0,"CO"
2020-04-16,"10-19",0,0,"CO"
2020-04-16,"20-29",3,0,"CO"
2020-04-16,"30-39",2,0,"CO"
2020-04-16,"40-49",14,1,"CO"
2020-04-16,"50-59",21,3,"CO"
2020-04-16,"60-69",47,4,"CO"
2020-04-16,"70-79",96,0,"CO"
2020-04-16,"80+",191,9,"CO"
2020-04-17,"0-9",0,0,"CO"
2020-04-17,"10-19",0,0,"CO"
2020-04-17,"20-29",3,0,"CO"
2020-04-17,"30-39",2,0,"CO"
2020-04-17,"40-49",14,0,"CO"
2020-04-17,"50-59",21,0,"CO"
2020-04-17,"60-69",54,7,"CO"
2020-04-17,"70-79",100,4,"CO"
2020-04-17,"80+",197,6,"CO"
2020-04-18,"0-9",0,0,"CO"
2020-04-18,"10-19",0,0,"CO"
2020-04-18,"20-29",3,0,"CO"
2020-04-18,"30-39",2,0,"CO"
2020-04-18,"40-49",14,0,"CO"
2020-04-18,"50-59",22,1,"CO"
2020-04-18,"60-69",56,2,"CO"
2020-04-18,"70-79",109,9,"CO"
2020-04-18,"80+",205,8,"CO"
2020-04-19,"0-9",0,0,"CO"
2020-04-19,"10-19",0,0,"CO"
2020-04-19,"20-29",3,0,"CO"
2020-04-19,"30-39",2,0,"CO"
2020-04-19,"40-49",14,0,"CO"
2020-04-19,"50-59",23,1,"CO"
2020-04-19,"60-69",56,0,"CO"
2020-04-19,"70-79",112,3,"CO"
2020-04-19,"80+",212,7,"CO"
2020-04-20,"0-9",0,0,"CO"
2020-04-20,"10-19",0,0,"CO"
2020-04-20,"20-29",4,1,"CO"
2020-04-20,"30-39",2,0,"CO"
2020-04-20,"40-49",15,1,"CO"
2020-04-20,"50-59",26,3,"CO"
2020-04-20,"60-69",59,3,"CO"
2020-04-20,"70-79",114,2,"CO"
2020-04-20,"80+",229,17,"CO"
2020-04-21,"0-9",0,0,"CO"
2020-04-21,"10-19",0,0,"CO"
2020-04-21,"20-29",4,0,"CO"
2020-04-21,"30-39",2,0,"CO"
2020-04-21,"40-49",15,0,"CO"
2020-04-21,"50-59",28,2,"CO"
2020-04-21,"60-69",65,6,"CO"
2020-04-21,"70-79",122,8,"CO"
2020-04-21,"80+",250,21,"CO"
2020-04-22,"0-9",0,0,"CO"
2020-04-22,"10-19",0,0,"CO"
2020-04-22,"20-29",4,0,"CO"
2020-04-22,"30-39",3,1,"CO"
2020-04-22,"40-49",16,1,"CO"
2020-04-22,"50-59",28,0,"CO"
2020-04-22,"60-69",66,1,"CO"
2020-04-22,"70-79",130,8,"CO"
2020-04-22,"80+",261,11,"CO"
2020-04-23,"0-9",0,0,"CO"
2020-04-23,"10-19",0,0,"CO"
2020-04-23,"20-29",4,0,"CO"
2020-04-23,"30-39",3,0,"CO"
2020-04-23,"40-49",17,1,"CO"
2020-04-23,"50-59",30,2,"CO"
2020-04-23,"60-69",74,8,"CO"
2020-04-23,"70-79",141,11,"CO"
2020-04-23,"80+",283,22,"CO"
2020-04-24,"0-9",1,0,"CO"
2020-04-24,"10-19",1,1,"CO"
2020-04-24,"20-29",1,0,"CO"
2020-04-24,"30-39",1,1,"CO"
2020-04-24,"40-49",1,5,"CO"
2020-04-24,"50-59",1,6,"CO"
2020-04-24,"60-69",1,8,"CO"
2020-04-24,"70-79",1,28,"CO"
2020-04-24,"80+",1,73,"CO"
2020-04-25,"0-9",0,0,"CO"
2020-04-25,"10-19",1,-3,"CO"
2020-04-25,"20-29",4,0,"CO"
2020-04-25,"30-39",4,-16,"CO"
2020-04-25,"40-49",20,-13,"CO"
2020-04-25,"50-59",33,-135,"CO"
2020-04-25,"60-69",86,4,"CO"
2020-04-25,"70-79",168,-1,"CO"
2020-04-25,"80+",355,187,"CO"
2020-04-26,"0-9",0,0,"CO"
2020-04-26,"10-19",1,0,"CO"
2020-04-26,"20-29",4,0,"CO"
2020-04-26,"30-39",4,0,"CO"
2020-04-26,"40-49",20,0,"CO"
2020-04-26,"50-59",34,1,"CO"
2020-04-26,"60-69",88,2,"CO"
2020-04-26,"70-79",171,3,"CO"
2020-04-26,"80+",357,2,"CO"
2020-04-27,"0-9",0,0,"CO"
2020-04-27,"10-19",1,0,"CO"
2020-04-27,"20-29",4,0,"CO"
2020-04-27,"30-39",4,0,"CO"
2020-04-27,"40-49",20,0,"CO"
2020-04-27,"50-59",34,0,"CO"
2020-04-27,"60-69",92,4,"CO"
2020-04-27,"70-79",177,6,"CO"
2020-04-27,"80+",373,16,"CO"
2020-04-28,"0-9",0,0,"CO"
2020-04-28,"10-19",1,0,"CO"
2020-04-28,"20-29",4,0,"CO"
2020-04-28,"30-39",4,0,"CO"
2020-04-28,"40-49",21,1,"CO"
2020-04-28,"50-59",34,0,"CO"
2020-04-28,"60-69",97,5,"CO"
2020-04-28,"70-79",183,6,"CO"
2020-04-28,"80+",391,18,"CO"
2020-04-29,"0-9",0,0,"CO"
2020-04-29,"10-19",1,0,"CO"
2020-04-29,"20-29",4,0,"CO"
2020-04-29,"30-39",4,0,"CO"
2020-04-29,"40-49",21,0,"CO"
2020-04-29,"50-59",35,1,"CO"
2020-04-29,"60-69",99,2,"CO"
2020-04-29,"70-79",189,6,"CO"
2020-04-29,"80+",412,21,"CO"
2020-04-30,"0-9",0,0,"CO"
2020-04-30,"10-19",1,0,"CO"
2020-04-30,"20-29",4,0,"CO"
2020-04-30,"30-39",4,0,"CO"
2020-04-30,"40-49",21,0,"CO"
2020-04-30,"50-59",35,0,"CO"
2020-04-30,"60-69",102,3,"CO"
2020-04-30,"70-79",189,0,"CO"
2020-04-30,"80+",420,8,"CO"
2020-05-01,"0-9",0,0,"CO"
2020-05-01,"10-19",0,0,"CO"
2020-05-01,"20-29",0,0,"CO"
2020-05-01,"30-39",0,0,"CO"
2020-05-01,"40-49",0,0,"CO"
2020-05-01,"50-59",0,5,"CO"
2020-05-01,"60-69",0,5,"CO"
2020-05-01,"70-79",0,8,"CO"
2020-05-01,"80+",0,25,"CO"
2020-05-02,"0-9",0,0,"CO"
2020-05-02,"10-19",1,0,"CO"
2020-05-02,"20-29",5,1,"CO"
2020-05-02,"30-39",4,0,"CO"
2020-05-02,"40-49",21,0,"CO"
2020-05-02,"50-59",41,1,"CO"
2020-05-02,"60-69",108,1,"CO"
2020-05-02,"70-79",201,4,"CO"
2020-05-02,"80+",451,6,"CO"
2020-05-03,"0-9",0,0,"CO"
2020-05-03,"10-19",1,0,"CO"
2020-05-03,"20-29",5,0,"CO"
2020-05-03,"30-39",4,0,"CO"
2020-05-03,"40-49",21,0,"CO"
2020-05-03,"50-59",41,0,"CO"
2020-05-03,"60-69",109,1,"CO"
2020-05-03,"70-79",204,3,"CO"
2020-05-03,"80+",457,6,"CO"
2020-05-04,"0-9",0,0,"CO"
2020-05-04,"10-19",1,0,"CO"
2020-05-04,"20-29",5,0,"CO"
2020-05-04,"30-39",4,0,"CO"
2020-05-04,"40-49",22,1,"CO"
2020-05-04,"50-59",41,0,"CO"
2020-05-04,"60-69",109,0,"CO"
2020-05-04,"70-79",207,3,"CO"
2020-05-04,"80+",462,5,"CO"
2020-05-05,"0-9",0,0,"CO"
2020-05-05,"10-19",0,0,"CO"
2020-05-05,"20-29",0,0,"CO"
2020-05-05,"30-39",0,2,"CO"
2020-05-05,"40-49",0,1,"CO"
2020-05-05,"50-59",0,6,"CO"
2020-05-05,"60-69",0,8,"CO"
2020-05-05,"70-79",0,8,"CO"
2020-05-05,"80+",0,27,"CO"
2020-05-06,"0-9",0,0,"CO"
2020-05-06,"10-19",2,-3,"CO"
2020-05-06,"20-29",5,0,"CO"
2020-05-06,"30-39",5,-1,"CO"
2020-05-06,"40-49",23,0,"CO"
2020-05-06,"50-59",47,0,"CO"
2020-05-06,"60-69",121,4,"CO"
2020-05-06,"70-79",218,3,"CO"
2020-05-06,"80+",500,11,"CO"
2020-05-07,"0-9",0,0,"CO"
2020-05-07,"10-19",0,0,"CO"
2020-05-07,"20-29",0,0,"CO"
2020-05-07,"30-39",0,0,"CO"
2020-05-07,"40-49",0,1,"CO"
2020-05-07,"50-59",0,0,"CO"
2020-05-07,"60-69",0,4,"CO"
2020-05-07,"70-79",0,4,"CO"
2020-05-07,"80+",0,14,"CO"
2020-05-08,"0-9",0,0,"CO"
2020-05-08,"10-19",1,-1,"CO"
2020-05-08,"20-29",5,0,"CO"
2020-05-08,"30-39",5,0,"CO"
2020-05-08,"40-49",24,0,"CO"
2020-05-08,"50-59",47,0,"CO"
2020-05-08,"60-69",129,4,"CO"
2020-05-08,"70-79",225,3,"CO"
2020-05-08,"80+",524,10,"CO"
2020-05-09,"0-9",0,0,"CO"
2020-05-09,"10-19",1,0,"CO"
2020-05-09,"20-29",5,0,"CO"
2020-05-09,"30-39",5,0,"CO"
2020-05-09,"40-49",25,1,"CO"
2020-05-09,"50-59",47,0,"CO"
2020-05-09,"60-69",131,2,"CO"
2020-05-09,"70-79",226,1,"CO"
2020-05-09,"80+",527,3,"CO"
2020-05-10,"0-9",0,0,"CO"
2020-05-10,"10-19",1,0,"CO"
2020-05-10,"20-29",5,0,"CO"
2020-05-10,"30-39",5,0,"CO"
2020-05-10,"40-49",25,0,"CO"
2020-05-10,"50-59",47,0,"CO"
2020-05-10,"60-69",131,0,"CO"
2020-05-10,"70-79",227,1,"CO"
2020-05-10,"80+",530,3,"CO"
2020-05-11,"0-9",0,0,"CO"
2020-05-11,"10-19",1,0,"CO"
2020-05-11,"20-29",5,0,"CO"
2020-05-11,"30-39",6,1,"CO"
2020-05-11,"40-49",26,1,"CO"
2020-05-11,"50-59",47,0,"CO"
2020-05-11,"60-69",134,3,"CO"
2020-05-11,"70-79",229,2,"CO"
2020-05-11,"80+",539,9,"CO"
2020-05-12,"0-9",0,0,"CO"
2020-05-12,"10-19",1,0,"CO"
2020-05-12,"20-29",6,1,"CO"
2020-05-12,"30-39",7,1,"CO"
2020-05-12,"40-49",26,0,"CO"
2020-05-12,"50-59",49,2,"CO"
2020-05-12,"60-69",135,1,"CO"
2020-05-12,"70-79",234,5,"CO"
2020-05-12,"80+",551,12,"CO"
2020-05-13,"0-9",0,0,"CO"
2020-05-13,"10-19",1,0,"CO"
2020-05-13,"20-29",6,0,"CO"
2020-05-13,"30-39",7,0,"CO"
2020-05-13,"40-49",27,1,"CO"
2020-05-13,"50-59",51,2,"CO"
2020-05-13,"60-69",142,7,"CO"
2020-05-13,"70-79",243,9,"CO"
2020-05-13,"80+",585,34,"CO"
2020-05-13,"0-19",0,NA,"ID"
2020-05-13,"2",0,NA,"ID"
2020-05-13,"3",0,NA,"ID"
2020-05-13,"4",0,NA,"ID"
2020-05-13,"5",2,NA,"ID"
2020-05-13,"6",9,NA,"ID"
2020-05-13,"7",13,NA,"ID"
2020-05-13,"8",45,NA,"ID"
2020-05-14,"0-19",0,0,"ID"
2020-05-14,"2",0,0,"ID"
2020-05-14,"3",0,0,"ID"
2020-05-14,"4",0,0,"ID"
2020-05-14,"5",2,0,"ID"
2020-05-14,"6",9,0,"ID"
2020-05-14,"7",13,0,"ID"
2020-05-14,"8",45,0,"ID"
